,Concept_ID,en,zh
,,pants,"牛仔裤"
,,pants,"尿裤子"
,,pants,"长裤"
,,pants,"裤子"
,,pants,"pants"
,,people,"人"
,,people,"人类"
,,people,"人民"
,,people,"人物"
,,people,"people"
,,people,"人群"
,,people,"居民"
,,people,"盲人"
,,people,"人们"
,,people,"群众"
,,people,"公众"
,,pipe,"烟斗"
,,pipe,"管道"
,,pipe,"管子"
,,pipe,"管"
,,possession,"占有"
,,possession,"持有"
,,possession,"possession"
,,possession,"拥有"
,,possession,"所有物"
,,possession,"拥有物"
,,price,"代价"
,,price,"价格"
,,price,"价钱"
,,price,"标签"
,,progress,"进程"
,,progress,"progress"
,,progress,"进展"
,,progress,"进步"
,,progress,"过程"
,,promise,"发誓"
,,promise,"保证"
,,promise,"答应"
,,promise,"承诺"
,,promise,"许诺"
,,public,"公众的"
,,public,"公开"
,,public,"人民"
,,public,"公开的"
,,public,"公共"
,,public,"公众"
,,public,"公用的"
,,public,"公共的"
,,raw,"生"
,,raw,"原始"
,,raw,"raw"
,,raw,"粗糙的"
,,raw,"生的"
,,recovery,"康复"
,,recovery,"恢复"
,,recovery,"recovery"
,,recovery,"复原"
,,revenge,"复仇"
,,revenge,"报复"
,,revenge,"报仇"
,,rough,"rough"
,,rough,"粗暴"
,,rough,"大概的"
,,rough,"粗"
,,rough,"粗糙的"
,,rough,"粗略的"
,,rough,"凶"
,,rough,"粗糙"
,,rough,"艰难"
,,shame,"羞愧"
,,shame,"耻辱"
,,shame,"耻"
,,shame,"羞耻"
,,shame,"可惜"
,,shame,"遗憾"
,,sheet,"床单"
,,sheet,"被单"
,,sheet,"单子"
,,sheet,"记录"
,,sheet,"sheet"
,,sheet,"单"
,,sheet,"片"
,,shop,"商店"
,,shop,"店"
,,shop,"购物"
,,shop,"店里"
,,sign,"标识"
,,sign,"标志"
,,sign,"信号"
,,sign,"签"
,,sign,"符号"
,,sign,"签字"
,,sign,"记号"
,,sign,"签名"
,,silence,"寂静"
,,silence,"安静"
,,silence,"沈默"
,,silence,"肃静"
,,silence,"沉寂"
,,silence,"沉默"
,,size,"大"
,,size,"大小"
,,size,"尺码"
,,size,"尺寸"
,,skill,"才华"
,,skill,"技术"
,,skill,"技能"
,,skill,"能力"
,,skill,"技巧"
,,slave,"奴才"
,,slave,"奴"
,,slave,"奴婢"
,,slave,"奴隶"
,,slave,"slave"
,,slave,"努"
,,smell,"气味"
,,smell,"味道"
,,smell,"味"
,,smell,"闻到"
,,smell,"嗅觉"
,,smell,"闻"
,,soil,"土壤"
,,soil,"soil"
,,soil,"泥土"
,,soil,"土地"
,,solution,"解答"
,,solution,"solution"
,,solution,"解决办法"
,,solution,"解法"
,,solution,"解决"
,,solution,"办法"
,,solution,"解决方法"
,,solution,"解决方案"
,,solution,"答案"
,,song,"唱歌"
,,song,"歌"
,,song,"歌曲"
,,song,"音乐"
,,song,"song"
,,speech,"讲话"
,,speech,"语言"
,,speech,"演说"
,,speech,"演讲"
,,speech,"讲演"
,,stomach,"胃子"
,,stomach,"胃"
,,stomach,"肚子"
,,stomach,"stomach"
,,suit,"适合"
,,suit,"西装"
,,suit,"西服"
,,suit,"套装"
,,suit,"衣服"
,,suit,"suit"
,,sweat,"汗水"
,,sweat,"流汗"
,,sweat,"汗"
,,sweat,"出汗"
,,taste,"味道"
,,taste,"尝"
,,taste,"尝尝"
,,taste,"品味"
,,taste,"味"
,,taste,"尝起来"
,,taste,"眼光"
,,tension,"张力"
,,tension,"气氛"
,,tension,"压力"
,,tension,"紧张"
,,thin,"瘦弱的"
,,thin,"细"
,,thin,"瘦的"
,,thin,"thin"
,,thin,"薄"
,,thin,"薄的"
,,thin,"瘦"
,,thing,"物品"
,,thing,"案子"
,,thing,"东西"
,,thing,"优点"
,,thing,"事迹"
,,thing,"事情"
,,thing,"事"
,,thing,"事物"
,,torch,"火把"
,,torch,"火炬"
,,torch,"电筒"
,,torch,"手电筒"
,,torch,"torch"
,,torch,"手电"
,,tough,"难的"
,,tough,"强硬"
,,tough,"硬"
,,tough,"tough"
,,tough,"困难的"
,,tough,"艰难的"
,,tough,"艰难"
,,tough,"难"
,,uncle,"uncle"
,,uncle,"舅舅"
,,uncle,"叔"
,,uncle,"伯伯"
,,uncle,"叔叔"
,,unity,"团结"
,,unity,"一致"
,,unity,"联合"
,,unity,"unity"
,,unity,"统一"
,,virtue,"virtue"
,,virtue,"美德"
,,virtue,"道德"
,,virtue,"优点"
,,virtue,"品德"
,,watch,"手表"
,,watch,"小心"
,,watch,"看"
,,watch,"表"
,,watch,"watch"
,,wave,"浪"
,,wave,"wave"
,,wave,"波"
,,wave,"挥舞"
,,wave,"挥手"
,,wave,"波浪"
,,wave,"浪头"
,,wave,"招手"
,,west,"西方"
,,west,"西部"
,,west,"西方的"
,,west,"西边"
,,west,"西"
,,will,"会"
,,will,"愿望"
,,will,"愿意"
,,will,"将"
,,will,"意愿"
,,will,"will"
,,will,"将会"
,,will,"将来"
,,will,"意志"
,,will,"将要"
,,youth,"年轻"
,,youth,"青春"
,,youth,"青年"
,,abuse,"虐待"
,,abuse,"侮辱"
,,abuse,"滥用"
,,abuse,"abuse"
,,advantage,"利用"
,,advantage,"便宜"
,,advantage,"优势"
,,advantage,"滥用"
,,advantage,"好处"
,,advantage,"优点"
,,angle,"角度"
,,angle,"angle"
,,angle,"角"
,,arrow,"绿箭"
,,arrow,"箭头"
,,arrow,"箭"
,,art,"art"
,,art,"美术"
,,art,"艺术品"
,,art,"艺术"
,,beauty,"美"
,,beauty,"美丽"
,,beauty,"美女"
,,beauty,"美人"
,,birthday,"出生日"
,,birthday,"生日"
,,birthday,"birthday"
,,birthday,"生日派"
,,brother,"弟弟"
,,brother,"兄弟"
,,brother,"哥哥"
,,calf,"calf"
,,calf,"小腿"
,,calf,"小牛"
,,captain,"队长"
,,captain,"上尉"
,,captain,"船长"
,,care,"不在乎"
,,care,"关心"
,,care,"护理"
,,care,"照顾"
,,care,"注意"
,,care,"管"
,,coin,"币"
,,coin,"coin"
,,coin,"金币"
,,coin,"硬币"
,,contents,"目录"
,,contents,"东西"
,,contents,"内容"
,,contents,"contents"
,,criticism,"评论"
,,criticism,"批判"
,,criticism,"批评"
,,crowd,"人群"
,,crowd,"人"
,,crowd,"群众"
,,crowd,"观众"
,,date,"日期"
,,date,"出生日"
,,date,"date"
,,date,"约会"
,,deed,"好事"
,,deed,"契约"
,,deed,"事"
,,deed,"行为"
,,deed,"事迹"
,,demand,"需求"
,,demand,"索要"
,,demand,"需要"
,,demand,"要求"
,,descent,"降落"
,,descent,"下降"
,,descent,"血统"
,,despair,"despair"
,,despair,"失望"
,,despair,"绝望"
,,dress,"穿衣服"
,,dress,"连衣裙"
,,dress,"礼服"
,,dress,"穿着"
,,dress,"衣服"
,,dress,"裙子"
,,eagle,"老鹰"
,,eagle,"eagle"
,,eagle,"鹰"
,,education,"读书"
,,education,"教育"
,,education,"education"
,,education,"文化"
,,estimation,"评价"
,,estimation,"estimation"
,,estimation,"估计"
,,estimation,"估测"
,,estimation,"看来"
,,exchange,"交易"
,,exchange,"交换"
,,exchange,"exchange"
,,exchange,"兑换"
,,experience,"经历"
,,experience,"体验"
,,experience,"经验"
,,favour,"帮忙"
,,favour,"恩惠"
,,favour,"忙"
,,favour,"favour"
,,favour,"好处"
,,feeling,"感情"
,,feeling,"感觉"
,,feeling,"觉得"
,,feeling,"感受"
,,feeling,"feeling"
,,fly,"苍蝇"
,,fly,"飞翔"
,,fly,"飞"
,,fly,"fly"
,,foot,"足"
,,foot,"英尺"
,,foot,"脚"
,,foot,"foot"
,,future,"未来"
,,future,"future"
,,future,"将来"
,,gift,"礼物"
,,gift,"天赋"
,,gift,"gift"
,,ground,"地"
,,ground,"地上"
,,ground,"地面"
,,ground,"ground"
,,ground,"土地"
,,heat,"热量"
,,heat,"加热"
,,heat,"heat"
,,heat,"热"
,,inheritance,"继承"
,,inheritance,"遗产"
,,inheritance,"遗传"
,,inheritance,"财产"
,,innocence,"清白"
,,innocence,"天真"
,,innocence,"无罪"
,,innocence,"无辜"
,,insight,"insight"
,,insight,"眼光"
,,insight,"洞察力"
,,insight,"见解"
,,interest,"感兴趣"
,,interest,"利息"
,,interest,"兴趣"
,,iron,"铁的"
,,iron,"钢铁"
,,iron,"iron"
,,iron,"铁"
,,joke,"玩笑"
,,joke,"开玩笑"
,,joke,"笑话"
,,juice,"juice"
,,juice,"橙汁"
,,juice,"汁"
,,juice,"果汁"
,,kitchen,"厨房的"
,,kitchen,"厨房"
,,kitchen,"kitchen"
,,kitchen,"厨"
,,law,"法学院"
,,law,"法规"
,,law,"法律"
,,law,"法"
,,law,"law"
,,mail,"信"
,,mail,"邮件"
,,mail,"mail"
,,mail,"邮"
,,mask,"面具"
,,mask,"面罩"
,,mask,"具"
,,mask,"面膜"
,,master,"主人"
,,master,"主"
,,master,"大师"
,,master,"师父"
,,master,"师傅"
,,meaning,"想"
,,meaning,"意思"
,,meaning,"意义"
,,mercy,"仁慈"
,,mercy,"慈悲"
,,mercy,"怜悯"
,,mode,"时尚"
,,mode,"模式"
,,mode,"mode"
,,mode,"状态"
,,noise,"噪音"
,,noise,"声音"
,,noise,"吵"
,,nurse,"护士"
,,nurse,"nurse"
,,nurse,"护理"
,,nurse,"奶妈"
,,pie,"派"
,,pie,"pie"
,,pie,"馅饼"
,,piece,"碎片"
,,piece,"块"
,,piece,"piece"
,,piece,"部分"
,,piece,"金属"
,,piece,"张"
,,piece,"片"
,,piece,"一块"
,,pin,"大头针"
,,pin,"pin"
,,pin,"胸针"
,,pin,"别针"
,,pity,"同情"
,,pity,"可惜"
,,pity,"可怜"
,,pity,"怜悯"
,,pity,"遗憾"
,,pole,"极"
,,pole,"北极"
,,pole,"南极"
,,pole,"杆子"
,,pole,"杆"
,,pound,"磅"
,,pound,"英磅"
,,pound,"pound"
,,pound,"英镑"
,,principle,"原则"
,,principle,"规则"
,,principle,"principle"
,,principle,"原理"
,,proof,"证实"
,,proof,"证明"
,,proof,"证据"
,,proof,"验证"
,,proposal,"计划书"
,,proposal,"提出"
,,proposal,"提议"
,,proposal,"建议"
,,proposal,"提案"
,,proposal,"求婚"
,,protection,"保护"
,,protection,"保护费"
,,protection,"protection"
,,quality,"质量"
,,quality,"品质"
,,quality,"quality"
,,rail,"铁路"
,,rail,"轨"
,,rail,"训斥"
,,rail,"rail"
,,rail,"铁轨"
,,rain,"下雨"
,,rain,"rain"
,,rain,"雨"
,,regret,"regret"
,,regret,"后悔"
,,regret,"遗憾"
,,respect,"respect"
,,respect,"尊敬"
,,respect,"尊重"
,,rhythm,"节奏"
,,rhythm,"旋律"
,,rhythm,"韵律"
,,riddle,"谜语"
,,riddle,"谜"
,,riddle,"谜题"
,,riot,"暴乱"
,,riot,"起义"
,,riot,"暴动"
,,riot,"骚乱"
,,room,"房"
,,room,"屋子"
,,room,"room"
,,room,"空间"
,,room,"房间"
,,rule,"统治"
,,rule,"规则"
,,rule,"规矩"
,,sacrifice,"牺牲"
,,sacrifice,"sacrifice"
,,sacrifice,"奉献"
,,sacrifice,"献祭"
,,sail,"帆"
,,sail,"sail"
,,sail,"航行"
,,sail,"起航"
,,signature,"签字"
,,signature,"signature"
,,signature,"签名"
,,silk,"丝绸"
,,silk,"丝绸之路"
,,silk,"silk"
,,silk,"丝"
,,silk,"丝滑"
,,silver,"银"
,,silver,"silver"
,,silver,"银色"
,,silver,"银的"
,,sister,"妹妹"
,,sister,"姐妹"
,,sister,"修女"
,,sister,"姐姐"
,,smoke,"抽烟"
,,smoke,"抽"
,,smoke,"吸烟"
,,smoke,"烟"
,,snow,"下雪"
,,snow,"雪"
,,snow,"snow"
,,snow,"白雪"
,,straw,"草帽"
,,straw,"草"
,,straw,"稻草"
,,straw,"吸管"
,,strength,"力气"
,,strength,"strength"
,,strength,"力度"
,,strength,"强度"
,,strength,"力量"
,,surprise,"惊讶"
,,surprise,"surprise"
,,surprise,"惊喜"
,,surprise,"惊奇"
,,tag,"吊牌"
,,tag,"tag"
,,tag,"标记"
,,tag,"标签"
,,tail,"尾巴"
,,tail,"跟踪"
,,tail,"tail"
,,task,"任务"
,,task,"task"
,,task,"工作"
,,task,"作业"
,,thought,"想"
,,thought,"以为"
,,thought,"觉得"
,,thought,"思想"
,,thought,"想法"
,,threat,"威胁"
,,threat,"危险"
,,threat,"恐吓"
,,threat,"threat"
,,trade,"交易"
,,trade,"交换"
,,trade,"贸易"
,,train,"火车"
,,train,"车"
,,train,"训练"
,,train,"表"
,,train,"列车"
,,treaty,"协议"
,,treaty,"条约"
,,treaty,"treaty"
,,treaty,"合约"
,,trunk,"箱子"
,,trunk,"象鼻"
,,trunk,"后备箱"
,,trunk,"树干"
,,truth,"真相"
,,truth,"事实"
,,truth,"实话"
,,truth,"真理"
,,weakness,"软弱"
,,weakness,"弱点"
,,weakness,"weakness"
,,weakness,"弱"
,,weakness,"缺点"
,,weakness,"缺陷"
,,wing,"机翼"
,,wing,"wing"
,,wing,"翅膀"
,,wing,"翼"
,,wire,"wire"
,,wire,"铁丝网"
,,wire,"电线"
,,wire,"线"
,,wisdom,"wisdom"
,,wisdom,"明智"
,,wisdom,"智齿"
,,wisdom,"智慧"
,,woman,"女人"
,,woman,"女性"
,,woman,"woman"
,,woman,"女"
,,woman,"女孩"
,,airplane,"飞行"
,,airplane,"飞机"
,,airplane,"airplane"
,,ant,"蚁侠"
,,ant,"蚂蚁"
,,ant,"ant"
,,apple,"苹果"
,,apple,"苹果派"
,,apple,"apple"
,,author,"作者"
,,author,"author"
,,author,"作家"
,,ball,"球"
,,ball,"ball"
,,ball,"舞会"
,,bath,"澡"
,,bath,"bath"
,,bath,"洗澡"
,,bench,"长凳"
,,bench,"长椅"
,,bench,"板凳"
,,betrayal,"背叛"
,,betrayal,"trayal"
,,betrayal,"出卖"
,,bible,"经"
,,bible,"圣经"
,,bible,"bible"
,,bike,"自行车"
,,bike,"摩托车"
,,bike,"车"
,,bird,"鸟"
,,bird,"bird"
,,bird,"小鸟"
,,blanket,"毛毯"
,,blanket,"毯子"
,,blanket,"blanket"
,,bosom,"bosom"
,,bosom,"胸部"
,,bosom,"胸"
,,bosom,"怀抱"
,,boy,"孩子"
,,boy,"男孩"
,,boy,"儿子"
,,boy,"boy"
,,bread,"盐"
,,bread,"包"
,,bread,"bread"
,,bread,"面包"
,,bread,"磨房"
,,bride,"娘子"
,,bride,"bride"
,,bride,"新娘"
,,bull,"公牛"
,,bull,"bull"
,,bull,"牛"
,,bullet,"枪"
,,bullet,"子弹"
,,bullet,"bullet"
,,carrot,"萝卜"
,,carrot,"红毛"
,,carrot,"胡萝卜"
,,cat,"猫"
,,cat,"猫咪"
,,cat,"cat"
,,century,"世纪"
,,century,"century"
,,century,"本世纪"
,,chair,"chair"
,,chair,"电椅"
,,chair,"椅子"
,,chance,"机会"
,,chance,"chance"
,,chance,"可能"
,,chin,"干杯"
,,chin,"chin"
,,chin,"下巴"
,,choice,"选择"
,,choice,"别无选择"
,,choice,"choice"
,,choice,"法"
,,cloud,"cloud"
,,cloud,"乌云"
,,cloud,"云"
,,coffee,"茶"
,,coffee,"咖啡"
,,coffee,"咖啡店"
,,coffee,"coffee"
,,complaint,"投诉"
,,complaint,"抱怨"
,,complaint,"complaint"
,,corn,"玉米"
,,corn,"corn"
,,corn,"米"
,,culture,"文明"
,,culture,"文化"
,,culture,"culture"
,,danger,"威胁"
,,danger,"危险"
,,danger,"danger"
,,daughter,"女"
,,daughter,"daughter"
,,daughter,"女儿"
,,decision,"选择"
,,decision,"决定"
,,decision,"decision"
,,description,"description"
,,description,"特征"
,,description,"描述"
,,direction,"direction"
,,direction,"风向"
,,direction,"方向"
,,discovery,"discovery"
,,discovery,"探索"
,,discovery,"发现"
,,distance,"长途"
,,distance,"距离"
,,distance,"distance"
,,doctor,"医生"
,,doctor,"博士"
,,doctor,"doctor"
,,dog,"狗"
,,dog,"热狗"
,,dog,"dog"
,,duke,"杜克"
,,duke,"公爵"
,,duke,"duke"
,,earth,"土"
,,earth,"泥土"
,,earth,"地球"
,,earth,"土地"
,,earth,"土壤"
,,earth,"月球"
,,earth,"世界"
,,earth,"earth"
,,earth,"尘土"
,,enemy,"enemy"
,,enemy,"敌人"
,,enemy,"敌军"
,,event,"活动"
,,event,"事"
,,event,"事件"
,,example,"例如"
,,example,"案例"
,,example,"例子"
,,example,"比如"
,,face,"鼻"
,,face,"脸"
,,face,"脸颊"
,,face,"脸上"
,,face,"面对"
,,face,"面颊"
,,failure,"失败"
,,failure,"failure"
,,failure,"故障"
,,farm,"农庄"
,,farm,"农场"
,,farm,"farm"
,,fashion,"时尚"
,,fashion,"时装"
,,fashion,"fashion"
,,fever,"烧"
,,fever,"发烧"
,,fever,"高烧"
,,finger,"手指"
,,finger,"finger"
,,finger,"指头"
,,fire,"激情"
,,fire,"fire"
,,fire,"火把"
,,fire,"火焰"
,,fire,"怒火"
,,fire,"开火"
,,fire,"火"
,,fist,"fist"
,,fist,"拳"
,,fist,"拳头"
,,flame,"火"
,,flame,"flame"
,,flame,"火焰"
,,flea,"flea"
,,flea,"跳"
,,flea,"跳蚤"
,,flood,"淹没"
,,flood,"洪水"
,,flood,"flood"
,,flu,"禽流感"
,,flu,"流感"
,,flu,"感冒"
,,fog,"雾"
,,fog,"浓雾"
,,fog,"大雾"
,,forest,"树林"
,,forest,"forest"
,,forest,"森林"
,,friend,"朋友"
,,friend,"friend"
,,friend,"老朋友"
,,fruit,"fruit"
,,fruit,"果实"
,,fruit,"果汁"
,,fruit,"水果"
,,gentleman,"gentleman"
,,gentleman,"先生"
,,gentleman,"绅士"
,,girl,"奴婢"
,,girl,"女人"
,,girl,"girl"
,,girl,"女"
,,girl,"女孩"
,,girl,"女佣"
,,girl,"姑娘"
,,girl,"女儿"
,,glove,"手套箱"
,,glove,"glove"
,,glove,"手套"
,,grape,"葡萄汁"
,,grape,"葡萄"
,,grape,"grape"
,,grief,"grief"
,,grief,"悲痛"
,,grief,"悲伤"
,,guitar,"他"
,,guitar,"吉他"
,,guitar,"guitar"
,,gun,"枪指"
,,gun,"gun"
,,gun,"枪"
,,gun,"步枪"
,,hair,"发烧"
,,hair,"头发"
,,hair,"hair"
,,hair,"发型"
,,hand,"hand"
,,hand,"手"
,,hand,"把"
,,hat,"帽子"
,,hat,"帽"
,,hat,"hat"
,,head,"head"
,,head,"头"
,,head,"脑袋"
,,health,"健康"
,,health,"身体"
,,health,"卫生"
,,hell,"hell"
,,hell,"地狱"
,,hell,"到底"
,,hero,"hero"
,,hero,"主角"
,,hero,"英雄"
,,honesty,"诚实"
,,honesty,"坦诚"
,,honesty,"honesty"
,,horse,"匹马"
,,horse,"马"
,,horse,"horse"
,,horse,"胆小"
,,hospital,"hospital"
,,hospital,"住院"
,,hospital,"医院"
,,impression,"感觉"
,,impression,"impression"
,,impression,"印象"
,,influence,"influence"
,,influence,"影响"
,,influence,"影响力"
,,inhabitant,"寄宿"
,,inhabitant,"生物"
,,inhabitant,"居民"
,,knight,"骑士"
,,knight,"王子"
,,knight,"武士"
,,knight,"knight"
,,language,"语言"
,,language,"外语"
,,language,"language"
,,leg,"大腿"
,,leg,"脚"
,,leg,"腿"
,,leg,"leg"
,,lemon,"檬汁"
,,lemon,"lemon"
,,lemon,"柠檬"
,,lesson,"课"
,,lesson,"lesson"
,,lesson,"教训"
,,loan,"借"
,,loan,"loan"
,,loan,"贷款"
,,map,"map"
,,map,"地图"
,,map,"图"
,,meat,"meat"
,,meat,"肉"
,,meat,"肉类"
,,medal,"勋章"
,,medal,"奖章"
,,medal,"奖牌"
,,metal,"metal"
,,metal,"重金属"
,,metal,"金属"
,,mile,"里"
,,mile,"mile"
,,mile,"英里"
,,mirror,"魔镜"
,,mirror,"镜子"
,,mirror,"mirror"
,,motive,"动机"
,,motive,"目的"
,,motive,"motive"
,,mountain,"山上"
,,mountain,"mountain"
,,mountain,"山"
,,movie,"movie"
,,movie,"影片"
,,movie,"电影"
,,music,"music"
,,music,"乐"
,,music,"歌"
,,music,"歌曲"
,,music,"音乐"
,,name,"名声"
,,name,"名气"
,,name,"name"
,,name,"叫"
,,name,"名字"
,,nature,"大自然"
,,nature,"自然"
,,nature,"本性"
,,neck,"neck"
,,neck,"颈部"
,,neck,"脖子"
,,neck,"喉"
,,needle,"针"
,,needle,"针头"
,,needle,"needle"
,,negro,"黑人"
,,negro,"negro"
,,negro,"黑鬼"
,,newspaper,"报纸"
,,newspaper,"报社"
,,newspaper,"newspaper"
,,oat,"燕麦片"
,,oat,"燕麦"
,,oat,"oat"
,,office,"办公室"
,,office,"公司"
,,office,"office"
,,opportunity,"机会"
,,opportunity,"opportunity"
,,opportunity,"机遇"
,,part,"part"
,,part,"一部分"
,,part,"部分"
,,patience,"耐心"
,,patience,"耐性"
,,patience,"耐心点"
,,peace,"平静"
,,peace,"peace"
,,peace,"秩序"
,,peace,"和平"
,,pearl,"pearl"
,,pearl,"珍珠"
,,pearl,"珍珠港"
,,pen,"笔"
,,pen,"pen"
,,pen,"墨水"
,,pen,"钢笔"
,,pepper,"辣椒"
,,pepper,"pepper"
,,pepper,"胡椒"
,,pig,"pig"
,,pig,"猪头"
,,pig,"猪"
,,pigeon,"鸽"
,,pigeon,"白鸽"
,,pigeon,"鸽子"
,,pigeon,"pigeon"
,,pile,"堆"
,,pile,"pile"
,,pile,"一大堆"
,,pillow,"枕边"
,,pillow,"pillow"
,,pillow,"枕头"
,,pirate,"海贼"
,,pirate,"海盗"
,,pirate,"pirate"
,,plan,"计划书"
,,plan,"打算"
,,plan,"计划"
,,plan,"plan"
,,police,"警察"
,,police,"警方"
,,police,"报警"
,,pope,"pope"
,,pope,"教宗"
,,pope,"教皇"
,,potato,"马铃薯"
,,potato,"pota"
,,potato,"土豆"
,,pox,"pox"
,,pox,"水痘"
,,pox,"痘"
,,pride,"喜悦"
,,pride,"pride"
,,pride,"自尊"
,,pride,"骄傲"
,,prince,"prince"
,,prince,"王子"
,,prince,"太子"
,,question,"question"
,,question,"问题"
,,question,"问"
,,result,"导致"
,,result,"结果"
,,result,"result"
,,rose,"罗斯"
,,rose,"玫瑰"
,,rose,"rose"
,,salt,"盐"
,,salt,"salt"
,,salt,"盐湖城"
,,scandal,"scandal"
,,scandal,"丑闻"
,,scandal,"绯闻"
,,scarf,"围巾"
,,scarf,"披巾"
,,scarf,"scarf"
,,science,"科学"
,,science,"科幻"
,,science,"science"
,,scissors,"布"
,,scissors,"scissors"
,,scissors,"剪刀"
,,season,"赛季"
,,season,"季"
,,season,"季节"
,,shark,"鲨"
,,shark,"鲨鱼"
,,shark,"shark"
,,sin,"罪"
,,sin,"罪恶"
,,sin,"罪过"
,,skin,"皮"
,,skin,"肌肤"
,,skin,"皮肤"
,,skin,"skin"
,,skirt,"短裙"
,,skirt,"skirt"
,,skirt,"裙子"
,,snake,"snake"
,,snake,"蛇"
,,snake,"毒蛇"
,,soap,"香皂"
,,soap,"肥皂剧"
,,soap,"肥皂"
,,son,"son"
,,son,"孩子"
,,son,"儿子"
,,space,"太空"
,,space,"空隙"
,,space,"空间"
,,space,"space"
,,spine,"脊柱"
,,spine,"脊椎"
,,spine,"spine"
,,story,"故事"
,,story,"story"
,,story,"事"
,,story,"闻"
,,strawberry,"strawberry"
,,strawberry,"草莓味"
,,strawberry,"草莓"
,,sugar,"糖"
,,sugar,"sugar"
,,sugar,"甜心"
,,sugar,"蜜糖"
,,support,"支援"
,,support,"支持"
,,support,"support"
,,tap,"水龙头"
,,tap,"自来水"
,,tap,"tap"
,,tea,"茶"
,,tea,"颜色"
,,tea,"喝茶"
,,tea,"tea"
,,thigh,"腿"
,,thigh,"thigh"
,,thigh,"大腿"
,,thread,"线"
,,thread,"线索"
,,thread,"thread"
,,thread,"针线"
,,time,"时间"
,,time,"次"
,,time,"时候"
,,time,"季节"
,,towel,"浴巾"
,,towel,"毛巾"
,,towel,"towel"
,,trash,"垃圾"
,,trash,"垃圾桶"
,,trash,"trash"
,,tree,"树上"
,,tree,"tree"
,,tree,"树"
,,tree,"树干"
,,tree,"松树"
,,vase,"vase"
,,vase,"瓷器"
,,vase,"花瓶"
,,vet,"老兵"
,,vet,"vet"
,,vet,"兽医"
,,violin,"小提琴"
,,violin,"提琴"
,,violin,"琴"
,,voice,"voice"
,,voice,"嗓子"
,,voice,"声音"
,,voice,"语音"
,,war,"打仗"
,,war,"war"
,,war,"战争"
,,warmth,"取暖"
,,warmth,"温暖"
,,warmth,"warmth"
,,water,"水龙头"
,,water,"water"
,,water,"水里"
,,water,"河"
,,water,"洪水"
,,water,"水"
,,wind,"风"
,,wind,"wind"
,,wind,"风吹"
,,wolf,"狼"
,,wolf,"wolf"
,,wolf,"狐"
,,wolf,"野狼"
,,world,"world"
,,world,"世界"
,,world,"全世界"
,,world,"地球"
,,year,"年"
,,year,"去年"
,,year,"岁"
,,sisters,"妹妹"
,,sisters,"姐妹"
,,sis,"妹妹"
,,bicycle,"自行车"
,,bikes,"自行车"
,,sure,"晓"
,,sure,"保证"
,,sure,"确定"
,,make,"提出"
,,make,"占有"
,,make,"保证"
,,payback,"复仇"
,,payback,"报复"
,,back,"支持"
,,back,"肩"
,,back,"报复"
,,back,"恢复"
,,image,"图像"
,,image,"标志"
,,look,"脸"
,,look,"照顾"
,,look,"标志"
,,look,"看"
,,something,"单词"
,,something,"东西"
,,something,"事情"
,,something,"事"
,,something,"事物"
,,things,"物品"
,,things,"东西"
,,things,"事情"
,,things,"事"
,,things,"事物"
,,stuff,"东西"
,,women,"女性"
,,women,"女人"
,,female,"女性"
,,mission,"任务"
,,mission,"使命"
,,job,"任务"
,,job,"职责"
,,assignment,"任务"
,,western,"西部"
,,western,"西方"
,,western,"西边"
,,westerns,"西部"
,,camera,"镜头"
,,shot,"枪"
,,shot,"尝"
,,shot,"镜头"
,,shot,"针"
,,plane,"飞机"
,,shoes,"鞋"
,,shoes,"靴子"
,,shoes,"鞋子"
,,shoes,"靴"
,,boots,"鞋"
,,boots,"靴子"
,,boots,"鞋子"
,,boots,"靴"
,,memories,"回忆"
,,memories,"记忆"
,,remember,"印象"
,,remember,"记性"
,,remember,"回忆"
,,remember,"记忆"
,,truly,"确实"
,,was,"确实"
,,was,"身高"
,,that,"确实"
,,that,"证明"
,,triangulate,"三角"
,,triangulation,"三角"
,,sent,"尝"
,,sent,"派"
,,send,"派"
,,party,"派"
,,brooch,"胸针"
,,brooches,"胸针"
,,sleeves,"袖"
,,sleeves,"衣袖"
,,sleeves,"袖子"
,,arm,"肩膀"
,,arm,"衣袖"
,,arm,"胳膊肘"
,,arm,"手"
,,sing,"唱歌"
,,singing,"唱歌"
,,inks,"墨水"
,,position,"强硬"
,,firmly,"强硬"
,,whore,"强硬"
,,flies,"苍蝇"
,,blowflies,"苍蝇"
,,fashionable,"时尚"
,,style,"时尚"
,,nursing,"护士"
,,nursing,"护理"
,,canned,"罐头"
,,can,"罐头"
,,can,"罐子"
,,can,"罐"
,,property,"所有物"
,,possessions,"所有物"
,,criticize,"批评"
,,criticized,"批评"
,,meters,"米"
,,metres,"米"
,,spell,"咒"
,,spell,"咒语"
,,cursing,"咒"
,,breath,"气"
,,breath,"舌"
,,dolls,"娃娃"
,,dolls,"洋娃娃"
,,dolls,"玩偶"
,,baby,"娃娃"
,,baby,"宝贝"
,,baby,"蜂蜜"
,,late,"底"
,,late,"推迟"
,,late,"延误"
,,delayed,"延迟"
,,delayed,"延误"
,,majesty,"国王"
,,majesty,"女王"
,,majesty,"女皇"
,,her,"女王"
,,raining,"下雨"
,,raining,"雨"
,,rained,"雨"
,,get,"恢复"
,,get,"挡"
,,get,"尝"
,,get,"换"
,,get,"到达"
,,get,"引起"
,,get,"遗传"
