,Concept_ID,en,ja
,,associate,"アソシエイト"
,,associate,"協業"
,,associate,"する"
,,associate,"関係"
,,associate,"協力"
,,associate,"関連"
,,associate,"連帯"
,,associate,"集団"
,,logia,"の"
,,logia,"ロジア"
,,logia,"logion"
,,logia,"ロ"
,,logia,"複数"
,,logia,"持つ"
,,logia,"ｌｏｇｉａ"
,,logia,"logia"
,,logia,"路地"
,,logia,"形"
,,logia,"ギア"
,,logia,"や"
,,speech,"発話"
,,speech,"スピーチ"
,,speech,"説"
,,speech,"話す"
,,speech,"研究"
,,speech,"発言"
,,speech,"談話"
,,speech,"演説"
,,speech,"言語"
,,speech,"言論"
,,speech,"意見"
,,speech,"言葉"
,,achieving,"成立"
,,achieving,"を"
,,achieving,"さ"
,,achieving,"せる"
,,achieving,"達成"
,,achieving,"到達"
,,achieving,"得よ"
,,achieving,"成し遂げよ"
,,achieving,"に"
,,achieving,"成就"
,,achieving,"ため"
,,achieving,"する"
,,achieving,"う"
,,achieving,"送る"
,,achieving,"遂げ"
,,go,"実行"
,,go,"を"
,,go,"続く"
,,go,"引き上げ"
,,go,"所持"
,,go,"進行"
,,go,"行っ"
,,go,"行う"
,,go,"し"
,,go,"進ん"
,,go,"進め"
,,go,"乗り気"
,,go,"アクション"
,,go,"進める"
,,go,"で"
,,go,"施策"
,,go,"続け"
,,go,"行け"
,,go,"くる"
,,go,"いき"
,,go,"取り組ん"
,,go,"貢献"
,,go,"上がり"
,,go,"伝わっ"
,,go,"いく"
,,go,"進み"
,,go,"出"
,,go,"離す"
,,go,"保護"
,,go,"回っ"
,,go,"進む"
,,go,"いか"
,,go,"付き"
,,go,"行く"
,,go,"上っ"
,,go,"なし"
,,go,"伴っ"
,,go,"て"
,,go,"行"
,,go,"向かい"
,,therefore,"その"
,,therefore,"したがって"
,,therefore,"よって"
,,therefore,"つまり"
,,therefore,"故に"
,,therefore,"ゆえ"
,,therefore,"に"
,,therefore,"ため"
,,therefore,"従っ"
,,therefore,"すなわち"
,,therefore,"ゆえに"
,,therefore,"から"
,,therefore,"それ"
,,nurses,"看護"
,,nurses,"ナース"
,,nurses,"師"
,,nurses,"婦"
,,racing,"競争"
,,racing,"を"
,,racing,"し"
,,racing,"ドキドキ"
,,racing,"も"
,,racing,"進ん"
,,racing,"レース"
,,racing,"レーシング"
,,racing,"行っ"
,,racing,"て"
,,racing,"起こっ"
,,racing,"上昇"
,,racing,"で"
,,shows,"示す"
,,shows,"を"
,,shows,"た"
,,shows,"現れ"
,,shows,"見せる"
,,shows,"出し"
,,shows,"示し"
,,shows,"勧告"
,,shows,"ます"
,,shows,"提示"
,,shows,"ショー"
,,shows,"出す"
,,shows,"見せ"
,,shows,"し"
,,shows,"は"
,,shows,"言い渡し"
,,shows,"突きつける"
,,gesture,"意思"
,,gesture,"ジェスチャー"
,,gesture,"証"
,,gesture,"姿勢"
,,protest,"の"
,,protest,"で"
,,protest,"を"
,,protest,"た"
,,protest,"示し"
,,protest,"異議"
,,protest,"ある"
,,protest,"デモ"
,,protest,"抗議"
,,protest,"反"
,,protest,"意"
,,protest,"する"
,,protest,"唱える"
,,protest,"反対"
,,oil,"石油"
,,oil,"オイル"
,,oil,"油"
,,ongoing,"の"
,,ongoing,"し"
,,ongoing,"継続"
,,ongoing,"も"
,,ongoing,"行わ"
,,ongoing,"数"
,,ongoing,"な"
,,ongoing,"多く"
,,ongoing,"いる"
,,ongoing,"れ"
,,ongoing,"進行"
,,ongoing,"的"
,,ongoing,"て"
,,ongoing,"中"
,,ongoing,"現在"
,,emphasizing,"意思"
,,emphasizing,"議論"
,,emphasizing,"を"
,,emphasizing,"た"
,,emphasizing,"せる"
,,emphasizing,"強く"
,,emphasizing,"い"
,,emphasizing,"ながら"
,,emphasizing,"に"
,,emphasizing,"ます"
,,emphasizing,"する"
,,emphasizing,"なっ"
,,emphasizing,"結果"
,,emphasizing,"つつ"
,,emphasizing,"強調"
,,emphasizing,"続い"
,,emphasizing,"し"
,,emphasizing,"が"
,,emphasizing,"いる"
,,emphasizing,"は"
,,emphasizing,"際立た"
,,emphasizing,"発音"
,,emphasizing,"て"
,,community,"地域"
,,community,"社会"
,,community,"コミュニティー"
,,community,"コミュニティ"
,,do,"講じ"
,,do,"応える"
,,do,"実行"
,,do,"関わり"
,,do,"さ"
,,do,"せる"
,,do,"至ら"
,,do,"打た"
,,do,"起こす"
,,do,"する"
,,do,"止め"
,,do,"行う"
,,do,"でしょ"
,,do,"尽さ"
,,do,"講じる"
,,do,"関係"
,,do,"発揮"
,,do,"応じる"
,,do,"考える"
,,do,"活用"
,,do,"行い"
,,do,"し"
,,do,"尽くさ"
,,do,"でき"
,,do,"は"
,,do,"たく"
,,do,"だ"
,,do,"やめ"
,,do,"ませ"
,,do,"だろ"
,,do,"逃す"
,,do,"やっ"
,,do,"関わら"
,,do,"出来"
,,do,"っす"
,,do,"させる"
,,do,"関与"
,,do,"つくす"
,,do,"行動"
,,do,"す"
,,should,"し"
,,should,"なら"
,,should,"が"
,,should,"なく"
,,should,"だっ"
,,should,"べき"
,,should,"は"
,,should,"ない"
,,should,"て"
,,again,"再度"
,,again,"の"
,,again,"次々"
,,again,"再開"
,,again,"再"
,,again,"また"
,,again,"度"
,,again,"繰り返し"
,,again,"もう"
,,again,"再発"
,,again,"再び"
,,again,"改めて"
,,different,"様々"
,,different,"異なっ"
,,different,"た"
,,different,"さまざま"
,,different,"異なる"
,,different,"異なり"
,,different,"別"
,,different,"変わっ"
,,different,"違う"
,,different,"違っ"
,,different,"人々"
,,different,"変わり"
,,warranted,"保証"
,,warranted,"うえつけ"
,,warranted,"を"
,,warranted,"た"
,,warranted,"さ"
,,warranted,"批判"
,,warranted,"正当"
,,warranted,"られ"
,,warranted,"まし"
,,warranted,"機会"
,,warranted,"及ぼし"
,,warranted,"与え"
,,warranted,"必要"
,,warranted,"する"
,,warranted,"生じ"
,,warranted,"の"
,,warranted,"し"
,,warranted,"という"
,,warranted,"確立"
,,warranted,"が"
,,warranted,"安全"
,,warranted,"もの"
,,warranted,"れ"
,,warranted,"確信"
,,warranted,"化"
,,warranted,"でし"
,,warranted,"として"
,,sociologists,"たち"
,,sociologists,"者"
,,sociologists,"た"
,,sociologists,"ら"
,,sociologists,"学"
,,sociologists,"ある"
,,sociologists,"まし"
,,sociologists,"科学"
,,sociologists,"は"
,,sociologists,"社会"
,,sociologists,"学者"
,,sociologists,"しかし"
,,sociologists,"で"
,,possible,"講じ"
,,possible,"を"
,,possible,"修復"
,,possible,"出来る"
,,possible,"な"
,,possible,"ある"
,,possible,"考え"
,,possible,"られる"
,,possible,"ない"
,,possible,"何らかの"
,,possible,"できる"
,,possible,"得る"
,,possible,"対応"
,,possible,"の"
,,possible,"うる"
,,possible,"有効"
,,possible,"かも"
,,possible,"性"
,,possible,"可能"
,,possible,"しれ"
,,solutions,"手段"
,,solutions,"を"
,,solutions,"解決"
,,solutions,"ソリューションズ"
,,solutions,"法"
,,solutions,"策"
,,exploring,"見つける"
,,exploring,"探る"
,,exploring,"探求"
,,exploring,"を"
,,exploring,"た"
,,exploring,"たり"
,,exploring,"探そ"
,,exploring,"まし"
,,exploring,"提示"
,,exploring,"見出そ"
,,exploring,"する"
,,exploring,"か"
,,exploring,"探検"
,,exploring,"できる"
,,exploring,"こと"
,,exploring,"の"
,,exploring,"し"
,,exploring,"探す"
,,exploring,"という"
,,exploring,"見つけよ"
,,exploring,"と"
,,exploring,"いる"
,,exploring,"探ろ"
,,exploring,"解明"
,,exploring,"探索"
,,exploring,"て"
,,exploring,"う"
,,exploring,"模索"
,,exploring,"試み"
,,exploring,"検討"
,,responded,"しよ"
,,responded,"た"
,,responded,"答え"
,,responded,"答えよ"
,,responded,"応えよ"
,,responded,"応え"
,,responded,"まし"
,,responded,"社会"
,,responded,"する"
,,responded,"反応"
,,responded,"返事"
,,responded,"挑み"
,,responded,"対応"
,,responded,"き"
,,responded,"の"
,,responded,"し"
,,responded,"持つ"
,,responded,"が"
,,responded,"と"
,,responded,"他"
,,responded,"いる"
,,responded,"ため"
,,responded,"世界"
,,responded,"て"
,,responded,"う"
,,term,"の"
,,term,"という"
,,term,"と"
,,term,"ある"
,,term,"単語"
,,term,"言う"
,,term,"表現"
,,term,"造語"
,,term,"で"
,,term,"長期"
,,term,"用語"
,,term,"言葉"
,,sudanese,"の"
,,sudanese,"人"
,,sudanese,"スーダン"
,,sudanese,"すぐ"
,,mobility,"手段"
,,mobility,"近代"
,,mobility,"人"
,,mobility,"自由"
,,mobility,"の"
,,mobility,"その"
,,mobility,"性"
,,mobility,"ころ"
,,mobility,"移動"
,,mobility,"が"
,,mobility,"機動"
,,mobility,"mobility"
,,mobility,"歩み"
,,mobility,"交通"
,,mobility,"モビリティ"
,,mobility,"化"
,,mobility,"流動"
,,increasing,"増やす"
,,increasing,"増加"
,,increasing,"た"
,,increasing,"進み"
,,increasing,"まし"
,,increasing,"に"
,,increasing,"容易"
,,increasing,"する"
,,increasing,"なっ"
,,increasing,"ますます"
,,increasing,"高まる"
,,increasing,"増し"
,,increasing,"こと"
,,increasing,"発展"
,,increasing,"し"
,,increasing,"実現"
,,increasing,"向上"
,,increasing,"いる"
,,increasing,"増え"
,,increasing,"拡大"
,,increasing,"て"
,,increasing,"発達"
,,increasing,"上昇"
,,increasing,"なり"
,,this,"の"
,,this,"本日"
,,this,"こう"
,,this,"ここ"
,,this,"今回"
,,this,"今"
,,this,"当"
,,this,"な"
,,this,"こうした"
,,this,"は"
,,this,"世の中"
,,this,"よう"
,,this,"今日"
,,this,"この"
,,this,"これ"
,,exposure,"触れ合う"
,,exposure,"た"
,,exposure,"接触"
,,exposure,"交流"
,,exposure,"遭遇"
,,exposure,"文化"
,,exposure,"機会"
,,exposure,"に"
,,exposure,"接点"
,,exposure,"触れる"
,,exposure,"する"
,,exposure,"なっ"
,,exposure,"出会う"
,,exposure,"こと"
,,exposure,"浸る"
,,exposure,"の"
,,exposure,"変化"
,,exposure,"暴露"
,,exposure,"未知"
,,exposure,"が"
,,exposure,"と"
,,exposure,"拡大"
,,exposure,"直面"
,,exposure,"は"
,,exposure,"露出"
,,exposure,"異"
,,exposure,"感染"
,,structures,"仕組み"
,,structures,"構造"
,,structures,"建築"
,,structures,"建物"
,,problems,"心臓"
,,problems,"疾患"
,,problems,"の"
,,problems,"問題"
,,problems,"悩み"
,,problems,"が"
,,problems,"に"
,,problems,"病"
,,problems,"トラブル"
,,together,"合わせ"
,,together,"共同"
,,together,"協調"
,,together,"結び"
,,together,"一緒"
,,together,"一つ"
,,together,"団結"
,,together,"に"
,,together,"結束"
,,together,"協業"
,,together,"共に"
,,together,"共"
,,together,"合っ"
,,together,"連携"
,,life,"刑"
,,life,"無期"
,,life,"生活"
,,life,"終身"
,,life,"命"
,,life,"一生"
,,life,"存続"
,,life,"人生"
,,life,"生涯"
,,study,"勉強"
,,study,"書斎"
,,study,"学問"
,,study,"する"
,,study,"学習"
,,study,"研究"
,,holds,"を"
,,holds,"た"
,,holds,"形作る"
,,holds,"し"
,,holds,"保持"
,,holds,"が"
,,holds,"もたらし"
,,holds,"いる"
,,holds,"て"
,,holds,"ある"
,,holds,"は"
,,holds,"か"
,,holds,"まとまっ"
,,holds,"おさえる"
,,understand,"分かっ"
,,understand,"わかり"
,,understand,"を"
,,understand,"わかっ"
,,understand,"理解"
,,understand,"不可解"
,,relatively,"に"
,,relatively,"的"
,,relatively,"は"
,,relatively,"比較"
,,relatively,"比較的"
,,revised,"変え"
,,revised,"修正"
,,revised,"改めて"
,,revised,"変更"
,,minister,"の"
,,minister,"宰相"
,,minister,"総理"
,,minister,"が"
,,minister,"大臣"
,,minister,"首相"
,,struggles,"苦闘"
,,struggles,"ます"
,,struggles,"し"
,,struggles,"世辞"
,,struggles,"て"
,,struggles,"苦戦"
,,struggles,"苦しん"
,,struggles,"い"
,,better,"より"
,,better,"良く"
,,better,"向上"
,,better,"やすい"
,,better,"高い"
,,better,"よく"
,,better,"いい"
,,better,"良い"
,,better,"よい"
,,better,"下回っ"
,,better,"改善"
,,offered,"提供"
,,offered,"さ"
,,offered,"申し"
,,offered,"られ"
,,offered,"れ"
,,offered,"与え"
,,offered,"提示"
,,offered,"する"
,,need,"だ"
,,need,"なけれ"
,,need,"あり"
,,need,"な"
,,need,"欲しい"
,,need,"ある"
,,need,"べき"
,,need,"ます"
,,need,"必要"
,,need,"ない"
,,need,"する"
,,need,"いら"
,,need,"こと"
,,need,"の"
,,need,"必ずしも"
,,need,"事"
,,need,"なら"
,,need,"が"
,,need,"いか"
,,need,"ば"
,,need,"いる"
,,need,"頼っ"
,,need,"は"
,,need,"需要"
,,need,"で"
,,matters,"事態"
,,matters,"さらに"
,,matters,"事"
,,matters,"を"
,,matters,"問題"
,,matters,"重要"
,,professionals,"者"
,,professionals,"プロ"
,,professionals,"家"
,,professionals,"関係"
,,professionals,"専門"
,,who,"の"
,,who,"相手"
,,who,"彼ら"
,,who,"た"
,,who,"これら"
,,who,"ためる"
,,who,"が"
,,who,"は"
,,who,"誰"
,,who,"人々"
,,clean,"を"
,,clean,"優しい"
,,clean,"公害"
,,clean,"恒久"
,,clean,"な"
,,clean,"クリーン"
,,clean,"きれい"
,,clean,"に"
,,clean,"的"
,,clean,"ない"
,,clean,"掃除"
,,clean,"引き起こさ"
,,clean,"地球"
,,technologies,"の"
,,technologies,"テクノロジーズ"
,,technologies,"技術"
,,technologies,"など"
,,technologies,"テクノロジー"
,,technologies,"エネルギー"
,,low,"低下"
,,low,"低"
,,low,"低く"
,,low,"低い"
,,times,"の"
,,times,"回"
,,times,"に"
,,times,"時代"
,,times,"度"
,,times,"回数"
,,times,"倍"
,,greater,"の"
,,greater,"多い"
,,greater,"より"
,,greater,"も"
,,greater,"大きな"
,,greater,"大きい"
,,greater,"多く"
,,greater,"偉大"
,,greater,"高い"
,,greater,"に"
,,greater,"非常"
,,greater,"なり"
,,uncultivated,"の"
,,uncultivated,"未開拓"
,,uncultivated,"まま"
,,each,"合っ"
,,each,"それぞれ"
,,each,"互い"
,,each,"ずつ"
,,each,"毎"
,,each,"各"
,,each,"は"
,,each,"同士"
,,each,"ごと"
,,each,"それ"
,,not,"異なっ"
,,not,"なけれ"
,,not,"ませ"
,,not,"しよ"
,,not,"不審"
,,not,"反し"
,,not,"反する"
,,not,"な"
,,not,"まだまだ"
,,not,"ない"
,,not,"違う"
,,not,"違っ"
,,not,"ノー"
,,not,"非"
,,not,"無い"
,,not,"未"
,,not,"という"
,,not,"なく"
,,not,"わけ"
,,not,"なさ"
,,not,"なかっ"
,,not,"なか"
,,not,"ず"
,,not,"は"
,,not,"少ない"
,,not,"なし"
,,not,"不満"
,,not,"で"
,,resulted,"もたらし"
,,resulted,"た"
,,resulted,"結果"
,,resulted,"成功"
,,resulted,"まし"
,,england,"英国"
,,england,"イングランド"
,,england,"イギリス"
,,particularly,"に"
,,particularly,"とくに"
,,particularly,"特別"
,,particularly,"特に"
,,interest,"の"
,,interest,"金利"
,,interest,"興味"
,,interest,"利益"
,,interest,"利子"
,,interest,"利息"
,,interest,"関心"
,,rates,"金利"
,,rates,"利率"
,,rates,"率"
,,rates,"数"
,,rates,"レート"
,,trying,"やっ"
,,trying,"たい"
,,trying,"試みる"
,,trying,"し"
,,trying,"挑み"
,,trying,"試み"
,,trying,"努め"
,,trying,"努力"
,,contributed,"貢献"
,,contributed,"こ"
,,contributed,"提供"
,,contributed,"た"
,,contributed,"し"
,,contributed,"なかっ"
,,contributed,"は"
,,contributed,"なっ"
,,contributed,"て"
,,they,"彼"
,,they,"たち"
,,they,"それら"
,,they,"彼ら"
,,they,"ら"
,,they,"両親"
,,they,"た"
,,they,"が"
,,they,"てる"
,,they,"達する"
,,they,"等"
,,they,"は"
,,they,"含ん"
,,they,"しまう"
,,they,"服する"
,,they,"浸る"
,,worse,"悪化"
,,worse,"悪く"
,,worse,"たちまち"
,,worse,"悪い"
,,coined,"れ"
,,coined,"出来"
,,coined,"た"
,,coined,"作ら"
,,coined,"造っ"
,,further,"更なる"
,,further,"さらなる"
,,further,"まだまだ"
,,further,"遠く"
,,further,"以上"
,,the,"を"
,,the,"いう"
,,the,"及ぶ"
,,the,"続く"
,,the,"な"
,,the,"世紀"
,,the,"含む"
,,the,"一番"
,,the,"擁する"
,,the,"うる"
,,the,"の"
,,the,"伴う"
,,the,"有する"
,,the,"同"
,,the,"た"
,,the,"抱える"
,,the,"近い"
,,the,"ハーグ"
,,the,"住む"
,,the,"同氏"
,,the,"こうむっ"
,,the,"当局"
,,the,"この"
,,the,"世の中"
,,the,"負う"
,,the,"勝る"
,,the,"ジ"
,,the,"その"
,,the,"崩壊"
,,the,"る"
,,the,"当"
,,the,"が"
,,the,"支える"
,,the,"はしご"
,,the,"生じる"
,,the,"す"
,,early,"早く"
,,early,"早い"
,,early,"早々"
,,early,"前半"
,,early,"初頭"
,,early,"初期"
,,early,"早"
,,varied,"変え"
,,varied,"異なる"
,,varied,"さまざま"
,,varied,"一"
,,varied,"ユニーク"
,,counts,"件"
,,counts,"罪"
,,counts,"法廷"
,,counts,"は"
,,own,"の"
,,own,"それぞれ"
,,own,"自ら"
,,own,"独自"
,,own,"既存"
,,own,"もの"
,,own,"自身"
,,own,"自分"
,,own,"ひとり"
,,fastest,"最短"
,,fastest,"一番"
,,fastest,"最も"
,,fastest,"速い"
,,fastest,"最速"
,,living,"暮らす"
,,living,"暮らし"
,,living,"住む"
,,living,"居住"
,,living,"住ん"
,,living,"生き"
,,living,"生活"
,,standards,"標準"
,,standards,"目"
,,standards,"基準"
,,standards,"水準"
,,bearing,"を"
,,bearing,"関係"
,,bearing,"て"
,,bearing,"受け"
,,bearing,"方位"
,,bearing,"方角"
,,make,"作っ"
,,make,"実装"
,,make,"稼ぐ"
,,make,"せる"
,,make,"させる"
,,make,"構成"
,,make,"せ"
,,make,"生じる"
,,make,"生む"
,,make,"下さ"
,,make,"させ"
,,make,"迫ら"
,,make,"結ぶ"
,,make,"行う"
,,make,"作ら"
,,make,"講じる"
,,make,"発揮"
,,make,"作る"
,,earn,"稼ぐ"
,,buy,"稼ぐ"
,,buy,"買う"
,,final,"最終"
,,finally,"最終"
,,finally,"ようやく"
,,finally,"やっと"
,,last,"続く"
,,last,"服す"
,,last,"最終"
,,last,"昨年"
,,last,"過去"
,,last,"昨日"
,,last,"初頭"
,,last,"ようやく"
,,last,"持た"
,,price,"値上がり"
,,price,"価格"
,,value,"価値"
,,value,"価格"
,,conventions,"慣習"
,,tradition,"伝統"
,,tradition,"慣習"
,,customary,"慣習"
,,english,"英国"
,,english,"イングランド"
,,english,"イギリス"
,,repent,"改め"
,,change,"変え"
,,change,"改革"
,,change,"改め"
,,change,"転換"
,,change,"変える"
,,change,"変革"
,,change,"変わっ"
,,change,"変わり"
,,change,"変化"
,,change,"変動"
,,come,"つき"
,,come,"付い"
,,come,"至ら"
,,come,"早く"
,,come,"出身"
,,come,"改め"
,,come,"下っ"
,,come,"おら"
,,come,"上がっ"
,,come,"伴っ"
,,come,"生じる"
,,come,"来"
,,decrease,"減少"
,,down,"引き下げ"
,,down,"下げる"
,,down,"下し"
,,down,"下る"
,,down,"下げ"
,,down,"辞退"
,,down,"打ち切り"
,,down,"上下"
,,down,"降下"
,,down,"下っ"
,,down,"崩れる"
,,down,"減少"
,,down,"低く"
,,down,"矛先"
,,down,"下"
,,loss,"減少"
,,loss,"失わ"
,,united,"結束"
,,united,"束ね"
,,united,"団結"
,,bond,"結束"
,,bond,"結び付き"
,,lockhart,"ハート"
,,hearts,"心臓"
,,hearts,"ハート"
,,stronger,"増し"
,,stronger,"強く"
,,stronger,"強い"
,,you,"調子"
,,you,"周り"
,,you,"さ"
,,you,"あげ"
,,you,"せる"
,,you,"おか"
,,you,"いっ"
,,you,"話す"
,,you,"払う"
,,you,"たちまち"
,,you,"おら"
,,you,"ね"
,,you,"え"
,,you,"たい"
,,you,"ん"
,,you,"でしょ"
,,you,"き"
,,you,"しまい"
,,you,"たち"
,,you,"おく"
,,you,"おかげ"
,,you,"先人"
,,you,"あと"
,,you,"シャワー"
,,you,"おり"
,,you,"みな"
,,you,"いる"
,,you,"例"
,,you,"言う"
,,you,"いき"
,,you,"くる"
,,you,"相手"
,,you,"ー"
,,you,"こ"
,,you,"だろ"
,,you,"しまっ"
,,you,"逃す"
,,you,"さし"
,,you,"彼女"
,,you,"い"
,,you,"べき"
,,you,"ます"
,,you,"うち"
,,you,"しまう"
,,you,"自分"
,,you,"出す"
,,you,"です"
,,you,"挑み"
,,you,"人参"
,,you,"み"
,,you,"きれ"
,,you,"身"
,,you,"猶予"
,,you,"っす"
,,you,"ワシ"
,,you,"とる"
,,you,"見つけよ"
,,you,"てる"
,,you,"いれ"
,,you,"氏"
,,you,"意"
,,you,"等"
,,you,"習う"
,,you,"う"
,,you,"おけ"
,,you,"す"
,,you,"なり"
,,i,"ハ"
,,i,"おか"
,,i,"いっ"
,,i,"みる"
,,i,"まし"
,,i,"ム"
,,i,"私"
,,i,"ね"
,,i,"絶対"
,,i,"たい"
,,i,"ん"
,,i,"いら"
,,i,"まだ"
,,i,"いろいろ"
,,i,"しまい"
,,i,"一体"
,,i,"おく"
,,i,"あと"
,,i,"今回"
,,i,"一緒"
,,i,"みな"
,,i,"一役"
,,i,"かけよ"
,,i,"いき"
,,i,"ー"
,,i,"こ"
,,i,"い"
,,i,"いけ"
,,i,"いえ"
,,i,"ます"
,,i,"いい"
,,i,"自分"
,,i,"必ず"
,,i,"いや"
,,i,"み"
,,i,"体"
,,i,"さら"
,,i,"私立"
,,i,"ワシ"
,,i,"今"
,,i,"いか"
,,i,"いれ"
,,i,"う"
,,i,"おけ"
,,i,"いく"
,,we,"おく"
,,we,"しよ"
,,we,"うち"
,,we,"ん"
,,we,"回れる"
,,we,"我々"
,,insult,"侮辱"
,,insulted,"侮辱"
,,insulting,"侮辱"
,,grateful,"ありがたく"
,,much,"多大"
,,much,"多量"
,,much,"余分"
,,much,"さほど"
,,much,"ありがたく"
,,much,"多く"
,,much,"長く"
,,much,"行き過ぎ"
,,much,"程度"
,,much,"あまり"
,,much,"金額"
,,much,"巨額"
,,pyramids,"ピラミッド"
,,geminon,"ピラミッド"
,,late,"遅れ"
,,behind,"裏"
,,behind,"遅れ"
,,delay,"遅らせ"
,,delay,"遅れ"
,,international,"国際"
,,interpol,"国際"
,,world,"世"
,,world,"各国"
,,world,"国際"
,,world,"外部"
,,world,"世の中"
,,world,"業界"
,,world,"世界"
,,thermometer,"計"
,,spectrometer,"計"
,,seismographs,"計"
,,poor,"貧しい"
,,poor,"貧民"
,,poor,"虚弱"
,,poor,"貧弱"
,,poor,"貧困"
,,morphy,"貧弱"
,,gangrel,"貧弱"
,,arrest,"逮捕"
,,arrested,"逮捕"
,,caught,"逮捕"
,,skripach,"バイオリン"
,,busker,"バイオリン"
,,supplies,"品"
,,supplies,"供給"
,,supplies,"用品"
,,supply,"需要"
,,supply,"供給"
,,supply,"用品"
,,goods,"品物"
,,goods,"用品"
,,say,"言い"
,,say,"言っ"
,,say,"語る"
,,say,"答える"
,,say,"発言"
,,say,"よれ"
,,say,"反論"
,,say,"述べる"
,,say,"いえる"
,,say,"唱える"
,,say,"言論"
,,say,"言う"
,,say,"言える"
,,say,"言え"
,,say,"言わ"
,,speak,"語る"
,,speak,"語"
,,speak,"発言"
,,rings,"指輪"
,,finger,"指輪"
,,greenhouse,"温室"
,,house,"院内"
,,house,"温室"
,,house,"家"
,,closely,"密接"
,,inextricably,"密接"
,,faster,"速い"
,,faster,"速"
,,faster,"早い"
,,faster,"速く"
,,fast,"速度"
,,fast,"速い"
,,fast,"早い"
,,fast,"急速"
,,fast,"急激"
,,fast,"スピード"
,,fast,"速"
,,fast,"速く"
,,quick,"速い"
,,quick,"速く"
,,involved,"関与"
,,involved,"関わる"
,,involved,"関わり"
,,involved,"関わら"
,,involvement,"関与"
,,red,"現行"
,,red,"赤旗"
,,handed,"現行"
,,rights,"現行"
,,rights,"人権"
,,tough,"厳しい"
,,tough,"難しい"
,,hard,"大変"
,,hard,"苦労"
,,hard,"堅固"
,,hard,"激しく"
,,hard,"困難"
,,hard,"厳しい"
,,hard,"強く"
,,hard,"苦しい"
,,hard,"必死"
,,hard,"乗り気"
,,hard,"にくく"
,,hard,"難しく"
,,hard,"難しい"
,,hard,"固い"
,,strict,"厳しい"
,,car,"交通"
,,car,"物価"
,,car,"車"
,,cars,"車"
,,vehicle,"車"
,,bring,"投入"
,,bring,"もたらし"
,,bring,"持ち"
,,bring,"招く"
,,bring,"もたらす"
,,bring,"もたらさ"
,,brought,"持ち"
,,brought,"もたらさ"
,,brought,"もたらし"
,,brought,"招い"
,,whole,"全部"
,,whole,"ごと"
,,whole,"終身"
,,whole,"全体"
,,rest,"終身"
,,rest,"か国"
,,yeah,"ー"
,,yeah,"そう"
,,yeah,"ね"
,,warning,"警告"
,,warn,"警告"
,,warned,"警告"
,,stop,"やめ"
,,stop,"停止"
,,stop,"防ぐ"
,,stop,"中止"
,,stop,"止める"
,,stop,"止め"
,,stop,"阻止"
,,stopped,"阻止"
,,stopped,"とどまっ"
,,stopped,"止める"
,,stopped,"止め"
,,stopped,"停止"
,,stopping,"止める"
,,stopping,"阻止"
,,take,"講じ"
,,take,"取る"
,,take,"養える"
,,take,"送る"
,,take,"使え"
,,take,"応じる"
,,take,"受ける"
,,take,"台頭"
,,take,"構え"
,,take,"採取"
,,take,"服用"
,,take,"上げる"
,,take,"取っ"
,,take,"持ち出し"
,,take,"さし"
,,take,"採り"
,,take,"耐え"
,,take,"奪っ"
,,take,"受け"
,,take,"取ら"
,,take,"負う"
,,take,"つぼ"
,,take,"かかる"
,,take,"はさみ"
,,take,"とる"
,,take,"留め"
,,get,"上げ"
,,get,"取る"
,,get,"かけ"
,,get,"込め"
,,get,"付"
,,get,"れる"
,,get,"到達"
,,get,"悪化"
,,get,"させ"
,,get,"入れ"
,,get,"得る"
,,get,"なる"
,,get,"立てよ"
,,get,"科さ"
,,get,"つき"
,,get,"立つ"
,,get,"挙げ"
,,get,"買う"
,,get,"受ける"
,,get,"納得"
,,get,"立っ"
,,get,"並ぶ"
,,get,"かけよ"
,,get,"まとめる"
,,get,"かける"
,,get,"上がり"
,,get,"まとめ"
,,get,"伝わっ"
,,get,"取っ"
,,get,"上げる"
,,get,"引く"
,,get,"出し"
,,get,"逸する"
,,get,"増える"
,,get,"出"
,,get,"出す"
,,get,"とどめ"
,,get,"採っ"
,,get,"得"
,,get,"貫く"
,,get,"せ"
,,get,"とる"
,,get,"入れる"
,,get,"上がっ"
,,get,"繋げ"
,,get,"つなげ"
,,get,"確保"
,,limited,"限ら"
,,mean,"平均"
,,mean,"つまり"
,,mean,"限ら"
,,mean,"ともなう"
,,mean,"訳"
,,mean,"意味"
,,necessarily,"限ら"
,,pull,"引く"
,,pull,"引い"
,,pull,"引き"
,,pull,"引き上げ"
,,pull,"上昇"
,,pulled,"裂"
,,pulled,"脱退"
,,pulled,"引い"
,,pulling,"引く"
,,pulling,"引い"
,,reform,"改革"
,,reforms,"改革"
,,friendly,"公害"
,,shredded,"断"
,,refuse,"断"
,,judgment,"断"
,,things,"用事"
,,things,"物事"
,,things,"物"
,,things,"品物"
,,things,"事態"
,,things,"状況"
,,situation,"事態"
,,situation,"現状"
,,situation,"状況"
,,situation,"立場"
,,emergency,"事態"
,,emergency,"非常"
,,improve,"向上"
,,improve,"改善"
,,improvement,"改善"
,,greece,"ギリシア"
,,greece,"ギリシャ"
,,greeks,"ギリシア"
,,greeks,"ギリシャ"
,,greek,"ギリシア"
,,greek,"ギリシャ"
,,worst,"最低"
,,least,"少なく"
,,least,"とも"
,,least,"最低"
,,minimum,"最小"
